Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Requis
Equipement de transport (hors a;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Equipement de transport (hors a;Classification;Uniformat II 2010;Toutes;"D1010.20 – Lifts
D1010.30 – Escalators
D1010.50 – Dumbwaiters
D1030.10 – Movingwalkway
D1030.30 – Turntables
D1030.50 – Passenger Loading Bridges
D1030.70 – People Movers (monorail-funicular-cable transportation)
D1050.10 – Cranes
D1050.20 – Hoists
D1050.30 – Derricks
D1050.40 – Conveyors
D1050.50 – Baggage Handling Equipement
D1050.60 – Chutes (coal chutes, escape chutes, laundry an linen chutes)
D1050.70 – Pneumatic Tube Systems";;;Oui
Equipement de transport (hors a;Classification;DIN276;Toutes;"KG 462 – Fahrtreppen, Fahrsteige
KG 463 – Befahranlagen
KG 464 – Transportanlagen
KG 465 – Krananlagen
KG 466 – Hydraulikanlagen
KG469 – Sonstiges zur KG 460 (Förderanlagen)";;;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Bain;IfcSanitaryTerminalType.BATH;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Baignoire;IfcSanitaryTerminalType.BATH;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Bidet;IfcSanitaryTerminalType.BIDET;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Chasse d'eau;IfcSanitaryTerminalType.CISTERN;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Cuvette;IfcSanitaryTerminalType.TOILETPAN;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;WC;IfcSanitaryTerminalType.TOILETPAN;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Toilettes;IfcSanitaryTerminalType.TOILETPAN;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Toilettes sèches;IfcSanitaryTerminalType.TOILETPAN;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Evier;IfcSanitaryTerminalType.SINK;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Fontaine à eau;IfcSanitaryTerminalType.SANITARYFOUNTAIN;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Lave-mains;IfcSanitaryTerminalType.WASHHANDBASIN;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Receveur douche;IfcSanitaryTerminalType.SHOWER;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Urinoir;IfcSanitaryTerminalType.URINAL;Plumbing Fixtures;Oui
Equipement sanitaire;Classe et type IFC;Types IFC;Toutes;Lavabo;IfcSanitaryTerminalType.SINK;Plumbing Fixtures;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APS;Statut de rénovation (Archicad) ;ePset_SanitaryTerminalTypeCommon.Status;-;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) ;ePset_SanitaryTerminalTypeCommon.Status;-;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) ;ePset_SanitaryTerminalTypeCommon.Status;-;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) ;ePset_SanitaryTerminalTypeCommon.Status;-;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;ePset_SanitaryTerminalTypeCommon.Status;-;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcSanitaryTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcSanitaryTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcSanitaryTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcSanitaryTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_SanitaryTerminalTypeCommon.Status;Phase Created;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_SanitaryTerminalTypeCommon.Status;Phase Created;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_SanitaryTerminalTypeCommon.Status;Phase Created;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_SanitaryTerminalTypeCommon.Status;Phase Created;Oui
Equipement sanitaire;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_SanitaryTerminalTypeCommon.Status;Phase Created;Oui
Equipement sanitaire;Documentation;Descriptifs;APD;Prescriptions;;;Oui
Equipement sanitaire;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Equipement sanitaire;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Equipement sanitaire;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Equipement sanitaire;Documentation;Plans et schémas;APD;Schéma d'emprise;;;Oui
Equipement sanitaire;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Equipement sanitaire;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Equipement sanitaire;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Equipement sanitaire;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Equipement sanitaire;Classification;Uniformat II 2010;Toutes;D2010.60 – Plumbing Fixtures;;;Oui
Equipement sanitaire;Classification;DIN276;Toutes;"KG 412 – Wasseranlagen
KG 473 – Medienversorgungsanlagen, Medizin- und labortechnische Anlagen";;;Oui
Escalier (béton);Classe et type IFC;Types IFC;Toutes;Escalier (béton);IfcStair.USERDEFINED[CONCRETE];Stairs [BIMids Classification:Stair concrete];Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) ;Pset_StairCommon.Status;-;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) ;Pset_StairCommon.Status;-;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) ;Pset_StairCommon.Status;-;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;Pset_StairCommon.Status;-;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APS;Statut ;Pset_StairCommon.Status;Phase Created;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;APD;Statut ;Pset_StairCommon.Status;Phase Created;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;PDE;Statut ;Pset_StairCommon.Status;Phase Created;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXE;Statut ;Pset_StairCommon.Status;Phase Created;Oui
Escalier (béton);Informations alphanumériques;Niveau objet;EXP;Statut ;Pset_StairCommon.Status;Phase Created;Oui
Escalier (béton);Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Escalier (béton);Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Escalier (béton);Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Escalier (béton);Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Escalier (béton);Documentation;Descriptifs;APS;Principe constructif;;;Oui
Escalier (béton);Documentation;Descriptifs;APD;Principe constructif;;;Oui
Escalier (béton);Documentation;Descriptifs;APD;Prédimensionnement;;;Oui
Escalier (béton);Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Escalier (béton);Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Escalier (béton);Documentation;Plans et schémas;PDE;Plan de coffrage;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXE;Plan de coffrage;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXP;Plan de coffrage;;;Oui
Escalier (béton);Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXE;Plan de ferraillage;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXP;Plan de ferraillage;;;Oui
Escalier (béton);Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Escalier (béton);Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Escalier (béton);Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Escalier (béton);Classification;Uniformat II 2010;Toutes;"B1080.10 – Stair Construction
C2040 – Stair Finishing
E1060.50 – Residential Stairs";;;Oui
Escalier (béton);Classification;DIN276;Toutes;"324 – Gründungsbeläge
351 – Deckenkonstruktionen
353 – Deckenbeläge
355 – Elementierte Deckenkonstruktionen";;;Oui
Escalier (pas béton);Classe et type IFC;Types IFC;Toutes;Escalier (pas béton);IfcStair.USERDEFINED[NOTCONCRETE];Stairs [BIMids Classification:Stairs not concrete];Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcStairType.PredefinedType;Type IFC Predefined Type;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APS;Statut ;Pset_StairCommon.Status;Phase Created;Oui
Escalier (pas béton);Informations alphanumériques;Niveau objet;APD;Statut ;Pset_StairCommon.Status;Phase Created;Oui
